;id;id_name
0;#per1;Jesús
1;#per14;Dios
2;#org4;ángel
3;#per25;Juan
4;#per25;Juan
5;#per14;Dios
6;#per1;Jesús
7;#wor3;Libro de apocalipisis
8;#tim2;Día del juicio
9;#per25;Juan
10;#org30;iglesia de Éfeso
11;#org31;iglesia de Esmirna
12;#org32;iglesia de Pérgamo
13;#org33;iglesia de Tiatira
14;#org34;iglesia de Sardis
15;#org35;iglesia de Filadelfia
16;#org36;iglesia de Laodicea
17;#pla63;Asia
18;#per1;Jesús
19;#per1;Jesús
20;#per1;Jesús
21;#per1;Jesús
22;#per1;Jesús
23;#org18;creyentes
24;#org18;creyentes
25;#per14;Dios
26;#per14;Dios
27;#per1;Jesús
28;#per1;Jesús
29;#per1;Jesús
30;#per1;Jesús
31;#per1;Jesús
32;#per1;Jesús
33;#per25;Juan
34;#per25;Juan
35;#per25;Juan
36;#pla19;reino de los cielos
37;#per1;Jesús
38;#pla70;Patmos
39;#pla70;Patmos
40;#per14;Dios
41;#per1;Jesús
42;#per17;Espíritu Santo
43;#tim9;sábado
44;#per14;Dios
45;#per14;Dios
46;#per1;Jesús
47;#per1;Jesús
48;#per1;Jesús
49;#wor3;Libro de apocalipisis
50;#org30;iglesia de Éfeso
51;#org31;iglesia de Esmirna
52;#org32;iglesia de Pérgamo
53;#org33;iglesia de Tiatira
54;#org34;iglesia de Sardis
55;#org35;iglesia de Filadelfia
56;#org36;iglesia de Laodicea
57;#pla63;Asia
58;#org30;iglesia de Éfeso
59;#org31;iglesia de Esmirna
60;#org32;iglesia de Pérgamo
61;#org33;iglesia de Tiatira
62;#org34;iglesia de Sardis
63;#org35;iglesia de Filadelfia
64;#org36;iglesia de Laodicea
65;#org30;iglesia de Éfeso
66;#org31;iglesia de Esmirna
67;#org32;iglesia de Pérgamo
68;#org33;iglesia de Tiatira
69;#org34;iglesia de Sardis
70;#org35;iglesia de Filadelfia
71;#org36;iglesia de Laodicea
72;#org30;iglesia de Éfeso
73;#org31;iglesia de Esmirna
74;#org32;iglesia de Pérgamo
75;#org33;iglesia de Tiatira
76;#org34;iglesia de Sardis
77;#org35;iglesia de Filadelfia
78;#org36;iglesia de Laodicea
79;#per1;Jesús
80;#per1;Jesús
81;#per1;Jesús
82;#per1;Jesús
83;#pla15;infierno
84;#org4;ángel
85;#org30;iglesia de Éfeso
86;#org31;iglesia de Esmirna
87;#org32;iglesia de Pérgamo
88;#org33;iglesia de Tiatira
